id,male,age,marital,education,balance,housing,treatment,donation
18990,0,38,married,secondary,223,yes,1,255.6
18991,1,40,single,tertiary,1670,yes,1,287.7
18992,0,36,single,primary,1531,yes,1,247
18993,0,50,married,secondary,0,no,1,268
18994,0,39,married,primary,1048,no,1,266.5
18995,1,32,single,secondary,135,no,0,226.7
18996,0,41,married,primary,2993,no,1,223.2
18997,1,45,single,primary,844,yes,1,320.2
18998,1,46,married,primary,966,yes,1,286.8
18999,1,28,married,secondary,702,yes,0,204.7
19000,0,41,married,unknown,176,yes,0,194.1
19001,0,38,divorced,primary,48,yes,1,262
19002,0,32,single,tertiary,2,no,1,203.8
19003,1,34,divorced,secondary,661,yes,0,263
19004,0,26,single,secondary,50,no,1,236.9
19005,0,30,single,tertiary,35,no,1,219
19006,0,53,married,tertiary,4446,yes,1,293
19007,0,56,single,tertiary,217,yes,1,308.6
19008,1,42,divorced,tertiary,248,yes,0,251.7
19009,0,31,single,primary,0,no,1,244
19010,0,58,married,secondary,435,yes,1,302.7
19011,1,33,married,secondary,296,no,1,260.4
19012,1,46,married,tertiary,2098,no,1,290.9
19013,0,29,single,secondary,3672,yes,0,171.6
19014,0,37,single,tertiary,2442,yes,1,274.2
19015,1,59,married,secondary,0,no,1,335
19016,1,50,married,secondary,-1,no,1,310.5
19017,1,34,single,secondary,475,yes,1,226.4
19018,0,34,divorced,tertiary,0,yes,0,158.9
19019,0,41,married,secondary,3872,no,0,240.7
19020,0,31,married,secondary,2603,no,0,229.7
19021,0,36,divorced,secondary,1594,yes,1,260.2
19022,0,24,single,tertiary,1128,yes,1,192.5
19023,1,35,single,tertiary,1810,yes,1,233.2
19024,1,53,married,secondary,105,no,1,319.6
19025,0,40,married,primary,35,yes,1,262.3
19026,1,46,married,tertiary,3533,yes,1,283.3
19027,1,30,married,secondary,102,yes,0,208.7
19028,1,39,married,secondary,399,yes,0,243
19029,1,32,single,primary,187,no,0,196.7
19030,0,48,single,secondary,440,no,0,247.2
19031,0,40,married,tertiary,271,yes,0,188.2
19032,0,32,married,secondary,1905,yes,0,211.4
19033,1,60,married,secondary,6313,no,0,315
19034,1,34,married,secondary,-228,yes,1,273.4
19035,0,23,married,tertiary,1158,yes,1,226
19036,1,32,married,secondary,-33,yes,1,286.3
19037,0,33,married,secondary,511,yes,0,200.8
19038,0,56,married,tertiary,379,no,1,315.3
19039,0,35,married,tertiary,-259,yes,1,222.9
19040,0,24,single,unknown,-46,no,0,150.8
19041,1,37,divorced,tertiary,608,no,0,218.9
19042,0,34,married,tertiary,0,yes,1,250
19043,1,59,married,unknown,351,no,0,291
19044,0,34,single,primary,8038,yes,1,224.8
19045,0,58,divorced,secondary,0,yes,1,294.2
19046,1,41,married,secondary,-204,yes,1,275.8
19047,1,30,single,secondary,102,yes,0,193.7
19048,0,40,married,primary,-1212,yes,1,249.5
19049,1,28,married,secondary,-97,yes,1,257.5
19050,0,44,married,tertiary,93,no,0,223.7
19051,0,35,single,tertiary,2116,yes,1,260.1
19052,1,44,married,secondary,0,yes,0,275.1
19053,1,47,single,tertiary,3188,no,0,269.1
19054,0,27,single,secondary,-79,yes,1,224.6
19055,0,55,married,secondary,955,no,0,273.9
19056,0,37,divorced,primary,2998,yes,1,199.9
19057,1,38,married,primary,284,yes,1,289.1
19058,1,46,married,secondary,3533,yes,1,295.6
19059,0,52,married,secondary,3163,no,1,314.4
19060,1,52,married,secondary,0,no,1,360
19061,1,69,married,tertiary,4079,no,0,343.2
19062,0,46,married,secondary,2154,no,0,182.1
19063,1,46,married,secondary,1375,yes,0,249.4
19064,1,25,single,tertiary,913,no,1,219.8
19065,1,59,divorced,tertiary,1573,no,0,284.2
19066,1,32,single,secondary,-120,no,1,243.5
19067,1,53,married,tertiary,483,no,0,287.3
19068,0,24,single,tertiary,926,no,0,173.5
19069,0,47,married,tertiary,2548,yes,1,275.5
19070,0,32,married,tertiary,-32,yes,1,242
19071,0,58,single,tertiary,206,no,1,334.9
19072,0,32,married,secondary,3939,no,0,221.5
19073,1,28,married,secondary,1325,yes,1,264.2
19074,1,35,single,secondary,2486,yes,0,261.4
19075,0,30,single,secondary,180,yes,1,236.6
19076,0,44,married,secondary,887,yes,1,302.6
19077,1,38,married,secondary,490,yes,0,227.4
19078,0,48,single,tertiary,8106,no,1,309
19079,0,46,single,secondary,-3,yes,0,220.4
19080,0,59,married,tertiary,9976,no,1,307.4
19081,0,32,single,primary,48,no,0,190.3
19082,1,44,married,secondary,4460,yes,0,227.7
19083,0,36,married,secondary,0,no,1,202.3
19084,1,44,married,tertiary,0,yes,0,236.7
19085,1,45,married,primary,265,yes,1,311.6
19086,0,51,single,secondary,712,no,1,313.2
19087,0,53,married,tertiary,0,no,1,267.7
19088,1,39,single,unknown,98,no,0,253.7
19089,0,30,married,secondary,101,yes,0,182.8
19090,1,36,married,primary,61,yes,0,237.6
19091,1,43,divorced,secondary,0,no,0,218
19092,1,35,married,secondary,243,yes,1,239.1
19093,1,51,married,tertiary,377,yes,1,284.5
19094,1,47,married,secondary,-614,yes,0,231.4
19095,1,37,married,secondary,346,yes,1,274.4
19096,1,41,divorced,secondary,502,yes,1,299.3
19097,1,34,married,tertiary,133,no,0,215.1
19098,0,30,single,unknown,-522,yes,1,200.3
19099,0,26,single,primary,455,no,1,240.3
19100,1,36,divorced,secondary,566,no,0,252.1
19101,1,37,married,secondary,347,yes,1,252.8
19102,0,30,single,secondary,648,yes,1,194
19103,1,54,married,tertiary,541,yes,0,304.3
19104,0,35,married,tertiary,0,no,0,233.4
19105,0,55,married,secondary,1011,yes,1,294.1
19106,0,60,single,tertiary,0,no,1,348.1
19107,0,39,married,tertiary,691,no,1,217.3
19108,0,32,divorced,secondary,883,no,0,186.2
19109,1,32,single,tertiary,0,yes,1,231.9
19110,1,28,single,secondary,3412,no,0,243.1
19111,0,32,married,unknown,2400,yes,0,164.5
19112,1,49,married,primary,687,no,0,272.5
19113,0,56,married,secondary,150,no,1,288.4
19114,0,42,married,secondary,5564,yes,1,253
19115,0,69,married,tertiary,15834,no,0,321.1
19116,1,51,married,primary,463,yes,1,331.1
19117,0,38,divorced,secondary,511,yes,0,258.3
19118,0,34,divorced,primary,991,yes,1,209.1
19119,1,48,married,tertiary,817,no,1,314.4
19120,0,34,single,secondary,2679,no,0,181.1
19121,0,45,married,primary,-388,yes,1,276.9
19122,1,32,single,secondary,0,no,1,218.2
19123,1,44,married,primary,0,yes,1,334.4
19124,0,55,single,tertiary,540,no,1,332.2
19125,1,58,divorced,tertiary,2,no,1,341.3
19126,1,31,single,primary,864,yes,1,243.5
19127,1,32,single,secondary,2979,no,1,236.9
19128,0,38,single,secondary,11971,no,1,251.9
19129,0,32,single,secondary,0,no,0,166.6
19130,1,34,married,tertiary,67,yes,1,257.3
19131,1,30,married,tertiary,400,yes,0,196.8
19132,1,23,single,secondary,4,no,1,208.8
19133,1,28,married,tertiary,12,no,1,205.7
19134,0,46,married,secondary,2262,no,0,256.4
19135,1,40,married,secondary,219,yes,1,274.8
19136,0,37,married,secondary,2323,yes,1,214.2
19137,1,32,married,primary,0,no,0,234.5
19138,0,59,married,secondary,42,no,0,315
19139,1,34,married,secondary,997,yes,1,220.9
19140,1,56,single,secondary,139,no,1,300
19141,1,36,married,secondary,-423,yes,1,262.8
19142,0,46,married,secondary,-216,yes,1,260.2
19143,1,28,single,tertiary,171,no,0,233
19144,0,41,married,tertiary,51,no,1,273.6
19145,0,55,married,secondary,0,no,1,359.4
19146,0,49,single,unknown,133,yes,1,274.5
19147,1,48,married,tertiary,841,yes,0,302.8
19148,1,63,married,primary,1859,no,0,308.2
19149,1,52,married,secondary,-1224,no,0,273.4
19150,1,37,married,secondary,140,no,1,287.4
19151,0,32,married,secondary,-120,yes,1,230.5
19152,1,34,married,secondary,-28,yes,0,227.1
19153,0,43,married,primary,275,yes,1,261.7
19154,1,61,married,tertiary,6610,yes,1,336.2
19155,1,27,single,secondary,1209,no,1,223.6
19156,0,33,married,secondary,3696,no,1,240.3
19157,1,23,single,unknown,8494,no,1,192.8
19158,1,45,single,secondary,248,yes,1,290.4
19159,1,32,single,secondary,10218,yes,1,250.2
19160,0,33,married,tertiary,640,no,0,202.6
19161,0,26,single,tertiary,512,yes,1,219.3
19162,0,46,married,secondary,179,yes,1,280.5
19163,0,35,married,tertiary,839,yes,0,214.6
19164,1,37,married,secondary,5355,yes,0,232.3
19165,1,32,married,secondary,6217,yes,0,228.2
19166,1,36,married,unknown,2357,no,1,280.5
19167,1,46,single,tertiary,19,yes,1,295.7
19168,1,40,married,primary,294,yes,1,268.7
19169,1,50,married,secondary,3357,no,0,252.2
19170,0,28,single,tertiary,43,no,1,184.7
19171,1,25,single,secondary,1847,no,0,204.1
19172,1,57,single,primary,501,yes,1,312.2
19173,1,43,married,secondary,130,yes,1,272.8
19174,0,52,married,primary,0,no,1,312.6
19175,1,47,divorced,secondary,265,yes,1,291
19176,1,36,married,secondary,123,yes,0,241.4
19177,0,34,married,secondary,247,yes,1,219.2
19178,0,57,married,unknown,2927,no,1,332.3
19179,1,37,divorced,tertiary,792,yes,0,259.2
19180,0,32,married,secondary,14,yes,0,202.6
19181,0,28,divorced,secondary,225,yes,1,248.3
19182,1,52,married,secondary,1317,yes,0,272.8
19183,0,32,married,secondary,950,yes,1,202
19184,0,42,married,tertiary,473,yes,1,261.6
19185,0,56,divorced,secondary,478,no,1,312.4
19186,0,32,single,primary,1670,yes,1,214.6
19187,1,38,married,secondary,4030,yes,1,287.4
19188,0,39,single,secondary,914,yes,0,192.6
19189,0,47,single,tertiary,151,yes,1,266.5
19190,1,36,married,primary,146,yes,1,271.3
19191,0,32,married,secondary,76,yes,1,220.2
19192,0,58,married,secondary,116,no,1,325.9
19193,0,45,married,tertiary,907,no,1,271.9
19194,1,40,married,tertiary,-335,no,1,273.1
19195,1,28,single,primary,330,yes,1,231.4
19196,0,46,married,primary,187,no,0,235.6
19197,1,51,married,tertiary,1466,yes,1,334.8
19198,1,36,married,secondary,1587,yes,1,234.2
19199,0,51,married,secondary,5108,yes,1,298.9
19200,0,54,married,primary,0,yes,1,273.4
19201,1,31,divorced,tertiary,6,yes,1,276.1
19202,1,47,single,secondary,5306,yes,0,273.1
19203,1,31,single,secondary,2070,yes,1,253.9
19204,0,31,married,tertiary,4148,yes,0,180.9
19205,1,33,married,secondary,4,no,1,261.6
19206,0,35,single,secondary,470,yes,0,228.4
19207,0,62,married,secondary,4717,no,0,307.4
19208,0,48,married,tertiary,5173,no,1,302.4
19209,0,32,single,secondary,1649,yes,1,233.3
19210,1,32,single,tertiary,2343,no,0,269.8
19211,1,32,single,tertiary,73,yes,1,249.8
19212,1,45,single,secondary,776,no,1,273.4
19213,0,42,single,secondary,782,no,0,236
19214,0,56,married,tertiary,205,no,1,290.3
19215,0,41,married,primary,1602,yes,1,255.6
19216,1,39,divorced,secondary,212,no,1,265
19217,1,36,married,primary,-11,yes,1,259.3
19218,1,49,single,secondary,1235,yes,0,309
19219,0,54,married,secondary,653,yes,0,264.8
19220,1,38,single,secondary,623,no,1,270.2
19221,1,34,married,secondary,351,no,1,240.4
19222,1,31,married,tertiary,1407,yes,1,256.1
19223,0,41,married,secondary,1249,no,1,263
19224,0,33,married,secondary,1412,yes,1,230.5
19225,0,56,divorced,secondary,13,yes,0,289
19226,0,36,single,primary,980,no,1,231.4
19227,1,30,single,secondary,3096,no,0,236
19228,0,34,single,secondary,852,yes,1,219.4
19229,1,57,divorced,secondary,1,no,1,328.9
19230,0,37,married,secondary,4039,yes,0,182.6
19231,1,45,married,secondary,245,yes,1,309.4
19232,0,34,married,tertiary,4659,no,0,215.4
19233,0,42,married,primary,515,yes,1,292.5
19234,0,39,married,secondary,1506,yes,1,214.2
19235,0,34,married,unknown,136,no,1,265.6
19236,1,36,married,primary,1049,yes,1,277.1
19237,0,42,married,secondary,230,yes,1,254
19238,1,27,married,tertiary,-242,yes,0,201
19239,0,37,divorced,secondary,532,no,0,241.2
19240,1,36,married,tertiary,439,yes,0,208.2
19241,1,33,married,secondary,331,yes,1,211.1
19242,0,43,married,secondary,634,yes,0,224.1
19243,0,50,married,unknown,0,no,0,249
19244,1,41,single,secondary,-386,no,0,271.9
19245,0,43,single,secondary,106,yes,0,248
19246,0,47,married,secondary,1167,yes,1,291.1
19247,1,30,single,secondary,48,yes,1,253.9
19248,1,31,single,secondary,2305,no,1,260.8
19249,0,68,married,secondary,1948,no,1,365.7
19250,0,40,married,secondary,643,yes,1,268.1
19251,0,33,single,secondary,5739,yes,0,216.8
19252,1,37,married,secondary,6969,yes,0,171.1
19253,1,30,single,tertiary,3,yes,0,233.8
19254,1,29,single,secondary,309,yes,1,245.5
19255,1,49,married,secondary,588,yes,1,311.5
19256,1,33,single,primary,2155,no,1,267.9
19257,0,43,married,primary,291,yes,0,231.3
19258,0,34,married,secondary,2892,no,1,199
19259,1,31,married,primary,2304,yes,0,203.2
19260,1,31,married,secondary,0,yes,1,264.9
19261,1,46,divorced,tertiary,-824,yes,1,300.1
19262,0,32,married,tertiary,62,no,1,223
19263,1,46,married,tertiary,368,no,0,262.1
19264,0,53,married,secondary,230,yes,0,274.3
19265,1,39,married,secondary,235,yes,1,266.8
19266,1,47,divorced,secondary,3250,no,0,272.3
19267,0,55,divorced,primary,559,yes,1,332.9
19268,1,42,married,tertiary,117,yes,0,226.6
19269,0,35,married,secondary,444,yes,0,186.7
19270,1,43,divorced,secondary,0,no,1,247.9
19271,1,31,single,secondary,1882,no,0,221
19272,0,56,divorced,secondary,21664,yes,0,242.6
19273,0,33,married,tertiary,139,yes,1,242.5
19274,1,37,married,secondary,2023,yes,0,251.9
19275,1,71,married,secondary,2144,no,0,344.7
19276,1,45,married,secondary,192,yes,0,254.9
19277,0,44,married,primary,0,yes,0,247.1
19278,1,44,single,secondary,5045,yes,0,233.2
19279,0,46,single,tertiary,1008,no,0,276.1
19280,0,32,married,secondary,167,yes,1,245.5
19281,1,28,single,secondary,781,no,1,242.7
19282,1,48,married,secondary,810,no,1,292.9
19283,0,33,divorced,secondary,106,no,0,240
19284,0,51,single,tertiary,1594,no,0,285.4
19285,0,36,divorced,tertiary,649,no,1,237.7
19286,0,36,divorced,secondary,3,no,1,268.4
19287,1,37,divorced,primary,889,yes,0,254.1
19288,1,38,married,tertiary,228,no,1,241.1
19289,1,42,married,unknown,603,yes,1,278.4
19290,1,37,divorced,secondary,490,no,0,239.6
19291,1,36,married,secondary,629,no,1,279.6
19292,1,29,single,secondary,2485,no,1,277.2
19293,1,34,married,secondary,297,yes,1,290.9
19294,0,47,married,tertiary,3681,no,1,298
19295,1,30,married,secondary,1380,yes,1,233
19296,0,27,single,secondary,15,yes,0,189.9
19297,1,39,married,secondary,3663,no,1,301.2
19298,1,40,married,secondary,294,yes,1,282.4
19299,0,44,married,tertiary,1424,yes,1,232.6
19300,1,27,single,primary,3083,yes,0,195.7
19301,1,28,married,secondary,232,yes,1,257.9
19302,1,19,married,tertiary,199,yes,1,189.9
19303,1,38,single,tertiary,-1,no,1,261.6
19304,1,25,single,tertiary,34,no,1,246.6
19305,0,60,divorced,tertiary,27,yes,0,272.7
19306,1,27,divorced,primary,280,yes,1,202.6
19307,1,36,married,secondary,1746,yes,1,272.6
19308,0,52,married,secondary,2087,no,0,254.4
19309,0,40,divorced,secondary,649,no,0,199.8
19310,0,40,married,primary,-7,no,1,310.5
19311,0,40,married,primary,1836,yes,1,232.3
19312,0,26,single,secondary,211,no,1,207.8
19313,0,25,married,secondary,-76,yes,1,208.5
19314,1,55,married,tertiary,3334,no,1,343.8
19315,0,39,married,secondary,9374,yes,1,255.5
19316,1,33,single,primary,316,no,1,249.9
19317,0,58,married,secondary,0,yes,1,318.5
19318,1,80,married,tertiary,462,no,0,393.8
19319,1,30,married,secondary,562,yes,0,196.9
19320,1,31,married,secondary,1062,yes,1,258
19321,1,31,married,tertiary,251,no,1,253.2
19322,1,33,married,tertiary,79,yes,0,241.3
19323,1,34,married,primary,4170,yes,0,240.4
19324,0,47,married,tertiary,4543,yes,0,237.1
19325,0,47,divorced,secondary,4099,no,0,243.4
19326,1,48,married,secondary,99,yes,1,311.4
19327,1,27,single,secondary,266,no,0,233.9
19328,1,43,married,primary,757,no,1,262.2
19329,0,35,divorced,primary,221,yes,1,286.3
19330,1,48,single,primary,3018,no,0,250.7
19331,0,32,single,primary,2,no,1,202.8
19332,1,43,married,unknown,757,yes,1,286.3
19333,0,51,single,secondary,833,no,1,315
19334,1,52,single,secondary,-55,no,1,333
19335,1,26,single,secondary,1274,no,0,178.8
19336,0,32,single,tertiary,4665,yes,0,221.6
19337,1,45,married,primary,0,no,1,327.3
19338,0,31,married,secondary,-498,yes,1,230.2
19339,1,49,married,secondary,443,yes,0,319.6
19340,0,56,divorced,secondary,3337,no,1,298
19341,1,38,married,primary,3190,yes,1,269.5
19342,1,31,single,secondary,438,no,1,237.2
19343,1,40,divorced,primary,1959,yes,1,282.3
19344,1,38,married,secondary,6728,yes,0,262.5
19345,0,33,married,secondary,-333,yes,1,213.5
19346,0,35,married,tertiary,280,yes,1,211.3
19347,1,56,divorced,secondary,694,no,1,328.9
19348,0,44,married,secondary,0,yes,1,260.7
19349,1,46,divorced,secondary,1291,yes,1,317.5
19350,1,57,married,secondary,353,no,1,346.6
19351,0,34,married,secondary,96,yes,1,241.3
19352,1,45,married,secondary,827,yes,1,265.3
19353,0,34,single,secondary,9851,yes,1,218
19354,0,58,married,secondary,65,yes,1,319.1
19355,0,42,married,secondary,1519,no,1,281.1
19356,1,55,married,tertiary,186,no,0,286.5
19357,1,58,married,primary,2769,yes,1,318.7
19358,1,38,married,primary,-469,yes,0,234.3
19359,0,47,married,secondary,67,yes,1,268.6
19360,1,25,single,secondary,2157,yes,1,261.8
19361,1,27,single,tertiary,619,yes,0,211.6
19362,0,36,divorced,secondary,69,no,0,180.3
19363,1,33,married,secondary,386,no,0,192.8
19364,1,41,married,tertiary,343,yes,1,313.6
19365,0,59,married,tertiary,0,no,1,285.9
19366,1,32,married,tertiary,553,yes,1,250.2
19367,0,32,married,secondary,329,yes,1,238.2
19368,1,46,single,secondary,477,yes,1,291
19369,1,44,single,secondary,33,yes,0,231.4
19370,1,28,married,tertiary,20,no,0,228.8
19371,1,35,single,tertiary,71,no,1,254
19372,0,55,single,secondary,2,no,0,257.8
19373,1,47,married,secondary,-50,no,1,283.9
19374,1,40,married,secondary,0,yes,0,203.3
19375,0,46,married,tertiary,4855,yes,0,254.5
19376,1,53,married,primary,427,yes,0,272.4
19377,1,23,single,secondary,8627,no,1,238.8
19378,1,56,married,tertiary,856,yes,1,300.7
19379,1,67,married,secondary,4531,no,0,310.9
19380,0,44,married,secondary,93,no,1,270.4
19381,0,21,single,primary,302,no,1,213.3
19382,0,45,married,tertiary,2128,no,1,276.2
19383,1,47,married,tertiary,1910,yes,0,256.6
19384,0,42,single,tertiary,149,yes,1,261.7
19385,0,47,married,unknown,0,no,0,275.5
19386,0,56,single,secondary,21664,no,1,286.6
19387,0,44,divorced,secondary,221,yes,0,242
19388,1,36,married,secondary,1981,yes,1,283.1
19389,1,58,married,tertiary,1033,yes,1,343.8
19390,1,37,married,primary,342,yes,1,277.2
19391,0,43,married,tertiary,7727,yes,0,203.1
19392,1,58,married,secondary,2223,no,0,306.1
19393,1,57,married,secondary,1521,no,1,323.3
19394,1,43,married,tertiary,104,no,1,303.3
19395,1,39,married,primary,235,yes,1,256.1
19396,1,46,married,secondary,538,yes,0,276
19397,0,31,single,primary,35,yes,1,194.2
19398,0,48,married,secondary,568,yes,0,267.3
19399,0,32,married,tertiary,2400,yes,1,240.5
19400,0,52,married,secondary,6922,no,0,286.7
19401,1,52,married,secondary,1781,no,1,331.4
19402,0,30,married,primary,355,yes,0,193
19403,0,27,single,secondary,468,no,1,195
19404,1,38,married,secondary,228,no,0,204
19405,1,31,married,tertiary,0,yes,0,201.6
19406,0,33,married,primary,75,yes,1,198.9
19407,0,53,married,primary,1343,yes,1,271.9
19408,0,43,married,unknown,181,yes,0,220.8
19409,0,34,single,secondary,1239,no,1,234.2
19410,1,61,married,secondary,6016,no,0,304.2
19411,1,34,single,secondary,0,no,1,272.1
19412,1,37,married,secondary,603,yes,1,259.4
19413,1,40,married,tertiary,440,yes,0,248.4
19414,0,39,married,secondary,116,no,1,253.1
19415,1,34,married,tertiary,712,yes,0,217.2
19416,0,44,married,tertiary,2319,yes,1,267.2
19417,1,56,married,secondary,1906,no,1,348.5
19418,1,45,married,secondary,194,no,0,267.4
19419,0,39,single,secondary,163,yes,1,260.5
19420,1,36,single,tertiary,760,no,1,285.7
19421,1,40,divorced,secondary,687,yes,1,261
19422,0,50,married,secondary,841,yes,1,274
19423,0,38,single,secondary,902,yes,0,234.6
19424,1,60,married,secondary,2179,no,1,321.4
19425,0,49,married,secondary,2039,no,0,228.4
19426,1,39,married,secondary,293,yes,0,203.7
19427,1,31,married,secondary,338,yes,1,259.3
19428,1,45,married,secondary,68,no,0,287.6
19429,0,32,married,secondary,-1053,no,1,255.7
19430,1,38,married,secondary,157,yes,1,261.6
19431,0,51,married,secondary,500,yes,1,267.7
19432,1,42,married,secondary,1289,no,1,317.7
19433,1,57,married,primary,0,no,0,277
19434,0,26,single,tertiary,0,yes,0,181.5
19435,0,46,married,tertiary,1148,no,0,197.1
19436,0,29,single,secondary,3432,yes,1,234.4
19437,1,49,single,secondary,548,no,0,326.2
19438,0,43,married,tertiary,192,no,1,261.2
19439,0,53,married,secondary,995,no,0,281
19440,0,59,married,primary,2764,no,0,286.2
19441,1,34,married,secondary,1657,yes,1,232.9
19442,0,38,single,tertiary,1704,no,0,206.7
19443,1,41,married,primary,293,yes,1,283.3
19444,1,31,divorced,secondary,0,no,0,189.6
19445,1,33,married,primary,4,yes,0,207.6
19446,0,28,married,tertiary,373,yes,0,172
19447,0,32,married,secondary,76,yes,0,204.8
19448,0,32,married,secondary,14,yes,0,210.9
19449,0,46,single,tertiary,137,yes,1,280.5
19450,1,31,married,primary,1407,yes,0,252.4
19451,0,50,married,tertiary,-568,yes,1,254.6
19452,0,43,married,secondary,7727,yes,1,270.3
19453,1,37,divorced,secondary,-701,yes,1,270
19454,1,43,married,secondary,-98,yes,1,292.3
19455,0,40,single,secondary,65,no,0,195.8
19456,1,39,divorced,unknown,399,no,1,288.7
19457,0,70,married,unknown,426,no,0,318.3
19458,1,35,married,primary,505,yes,0,218.4
19459,0,33,married,primary,-346,yes,1,217.1
19460,0,45,married,secondary,-206,yes,1,277.4
19461,0,32,married,secondary,889,yes,1,234.8
19462,0,38,married,secondary,1931,yes,1,245.3
19463,1,27,married,secondary,7,yes,0,216.3
19464,0,47,married,secondary,1890,no,1,266.6
19465,1,55,married,secondary,383,yes,0,320.4
19466,1,33,single,primary,920,yes,1,253.8
19467,0,53,single,secondary,2398,yes,0,273.1
19468,1,26,single,secondary,261,yes,1,211.9
19469,0,30,single,tertiary,192,no,0,204.9
19470,0,49,married,primary,310,no,1,304.1
19471,1,26,single,primary,2572,no,1,231.9
19472,1,35,married,tertiary,0,no,1,267.6
19473,1,38,single,primary,0,no,1,271.7
19474,1,52,married,secondary,1339,yes,1,299.8
19475,1,30,divorced,secondary,-452,yes,0,203.7
19476,1,46,single,tertiary,751,no,0,296.9
19477,1,48,married,primary,2330,yes,0,258.6
19478,0,37,married,primary,378,no,1,248
19479,1,26,divorced,tertiary,-3,yes,1,282.5
19480,1,50,single,primary,-1,yes,0,277.4
19481,1,59,married,primary,-47,yes,1,345.2
19482,1,55,married,secondary,4809,no,0,302.5
19483,1,70,married,secondary,206,no,1,418.2
19484,0,41,married,unknown,72,yes,1,270.4
19485,0,49,married,tertiary,5887,no,1,284.3
19486,0,33,single,secondary,367,yes,0,193.6
19487,1,53,single,tertiary,1796,no,1,290.1
19488,1,48,married,tertiary,559,no,1,342
19489,1,34,married,secondary,1007,no,1,258.8
19490,0,52,single,secondary,-970,no,1,277.5
19491,1,31,single,secondary,969,no,1,254.1
19492,1,28,single,secondary,198,yes,0,196.9
19493,0,32,single,tertiary,2817,yes,1,240.4
19494,0,26,divorced,tertiary,10,yes,1,168
19495,0,52,married,secondary,-970,yes,1,329.5
19496,1,46,married,primary,368,yes,0,268.7
19497,1,34,married,primary,1657,yes,0,193.2
19498,1,34,married,secondary,8309,yes,1,226.7
19499,0,43,married,secondary,-26,yes,1,280.4
19500,0,53,married,tertiary,665,no,1,288.4
19501,1,48,married,secondary,2294,no,1,368.9
19502,1,41,single,secondary,879,yes,0,269.6
19503,1,42,married,secondary,0,yes,0,255.6
19504,0,27,single,tertiary,54,no,1,197.6
19505,1,34,married,secondary,-228,yes,1,280.3
19506,0,38,married,tertiary,846,yes,0,217.3
19507,1,30,single,secondary,-477,no,1,207.7
19508,1,25,married,tertiary,-589,yes,0,183.2
19509,0,33,married,secondary,1808,yes,1,228.1
19510,1,49,married,secondary,474,yes,1,293.1
19511,1,46,married,secondary,217,no,1,281.7
19512,0,29,married,tertiary,581,yes,0,178.5
19513,0,52,single,tertiary,0,no,0,233.3
19514,0,26,single,secondary,5533,yes,0,162.4
19515,1,58,married,secondary,0,yes,1,340.5
19516,0,66,married,secondary,6483,no,1,324.2
19517,0,64,married,secondary,43,no,1,316
19518,0,54,married,tertiary,1480,no,1,295.4
19519,1,25,single,secondary,366,no,1,205.3
19520,1,23,single,tertiary,0,yes,1,211
19521,1,42,married,secondary,505,yes,1,295.3
19522,1,37,single,tertiary,105,no,1,251
19523,1,79,single,tertiary,8304,yes,1,402.9
19524,0,31,married,secondary,5191,no,1,240.5
19525,1,27,single,tertiary,-145,yes,1,204.6
19526,1,48,married,secondary,668,yes,1,280.5
19527,1,36,married,secondary,-302,yes,1,272.9
19528,0,31,married,secondary,1317,no,1,266.8
19529,0,48,married,primary,2106,yes,0,208.7
19530,1,40,married,secondary,2077,yes,0,243.6
19531,0,31,single,primary,385,no,1,241.5
19532,0,47,married,secondary,3333,no,0,205.9
19533,0,41,divorced,secondary,1057,no,0,245.4
19534,1,42,married,secondary,292,yes,1,286.9
19535,1,36,divorced,secondary,487,no,0,228.8
19536,0,60,divorced,secondary,598,no,1,282.1
19537,0,54,married,secondary,2225,no,1,292.2
19538,1,44,married,secondary,642,yes,1,241.2
19539,0,45,married,primary,1477,yes,1,300
19540,1,50,married,secondary,341,yes,1,305.7
19541,1,57,married,secondary,5920,no,0,324.5
19542,0,28,single,tertiary,26,yes,1,234.7
19543,1,56,married,secondary,442,no,0,300.3
19544,1,36,married,secondary,495,yes,0,262.5
19545,0,33,divorced,tertiary,0,no,0,219.2
19546,0,38,single,secondary,11971,no,0,218.3
19547,0,39,married,primary,52,yes,0,249.9
19548,0,57,married,secondary,93,no,1,338.5
19549,0,43,single,secondary,0,no,0,213.9
19550,1,60,married,secondary,725,no,1,347.3
19551,0,40,divorced,tertiary,69,no,1,256.3
19552,0,34,single,unknown,1,no,0,214.8
19553,0,54,married,secondary,3859,no,1,306.9
19554,0,34,married,primary,1539,yes,1,256.5
19555,1,42,married,primary,2,yes,1,269
19556,1,23,single,primary,589,no,1,218.8
19557,0,30,single,tertiary,604,no,0,195.2
19558,0,37,married,tertiary,655,yes,1,204.7
19559,0,26,single,primary,75,no,1,181.5
19560,0,50,married,secondary,0,no,1,302
19561,1,39,married,secondary,800,yes,1,258.3
19562,1,47,married,tertiary,7708,yes,1,273.5
19563,1,19,single,secondary,681,no,1,206.3
19564,0,35,single,secondary,414,no,1,240.8
19565,1,35,married,secondary,305,yes,1,276.7
19566,1,53,married,secondary,37,no,1,349.7
19567,0,28,single,tertiary,4229,yes,1,199.6
19568,0,43,married,tertiary,7727,yes,0,234.2
19569,0,51,divorced,secondary,4,yes,1,321.3
19570,0,36,married,secondary,688,yes,0,233.4
